Clinic ID,Year,Age Group,Diagnosis,Expected Implantation Rate Z-Score,Actual Implantation Rate Z-Score,Average Number of Embryos Trx,Cycles
62,2005,<35,All Diagnoses,1.2276112228847607,-3.0955176686881756,2.6,13
63,2005,<35,All Diagnoses,-0.09742625995009746,0.0717399878752391,2.4,108
64,2005,<35,All Diagnoses,-1.6099690469596997,1.0187119918782286,4.1,194
65,2005,<35,All Diagnoses,2.6401511810011655,1.7668001114905432,2.1,59
66,2005,<35,All Diagnoses,0.26508399478774086,-1.1928221398845962,2.6,54
67,2005,<35,All Diagnoses,1.4776182951177528,-3.011808527448869,2.1,30
68,2005,<35,All Diagnoses,1.5776211240109492,-1.102227038129872,2.0,60
69,2005,<35,All Diagnoses,0.3275857628459889,-0.31636648291204916,2.3,34
70,2005,<35,All Diagnoses,0.040077629778047914,1.749240782084982,2.4,120
71,2005,<35,All Diagnoses,2.17763809737013,-0.22086964802209538,2.2,252
73,2005,<35,All Diagnoses,-0.9224495983189716,1.6332158782338166,2.1,74
74,2005,<35,All Diagnoses,1.2026105156614613,-0.11615861602979427,2.1,301
76,2005,<35,All Diagnoses,-1.5474672789014516,-1.0828882143047347,2.8,98
77,2005,<35,All Diagnoses,0.06507833700134703,1.309658356030956,2.6,158
78,2005,<35,All Diagnoses,0.5525921278556815,-0.4652965676158365,2.7,89
79,2005,<35,All Diagnoses,-1.1099549024937156,-6.104530671557763,1.9,11
80,2005,<35,All Diagnoses,0.45258929896248495,-1.16878782821081,2.1,222
81,2005,<35,All Diagnoses,-1.1474559633286645,0.25803864442148844,2.6,91
85,2005,<35,All Diagnoses,-0.35993368579473933,-0.28583141477528734,2.4,32
86,2005,<35,All Diagnoses,-1.2349584386102117,-0.9726522862592417,2.7,44
88,2005,<35,All Diagnoses,-0.48493722191123534,-0.07061820672141599,2.0,66
89,2005,<35,All Diagnoses,-3.3975196134255934,-2.2378887533745293,3.0,23
90,2005,<35,All Diagnoses,0.3025850556226898,-0.4520874648609783,2.5,326
91,2005,<35,All Diagnoses,-0.6099407580277314,-0.2880970718896576,2.4,34
92,2005,<35,All Diagnoses,-0.17242838161999527,0.888218992466399,2.2,307
93,2005,<35,All Diagnoses,1.1151080403799136,-1.63706725965518,2.5,18
94,2005,<35,All Diagnoses,-0.09742625995009746,-0.4883280158098239,2.5,155
95,2005,<35,All Diagnoses,-1.3349612675034086,-0.5908719677810909,2.5,52
96,2005,<35,All Diagnoses,1.9401313787487877,-0.31168609790856106,1.9,195
97,2005,<35,All Diagnoses,2.3151419870982757,0.5554206242242904,2.3,28
98,2005,<35,All Diagnoses,0.7525977856420752,0.3766928749970221,2.1,156
99,2005,<35,All Diagnoses,-0.9474503055422706,-0.49307909858391263,2.7,55
100,2005,<35,All Diagnoses,-0.2724312105131922,-0.12171743680641145,2.2,21
101,2005,<35,All Diagnoses,0.8901016753702211,-0.6091963384359196,2.0,189
103,2005,<35,All Diagnoses,-2.8600044081246603,2.779693657766062,3.3,28
104,2005,<35,All Diagnoses,1.4151165270595047,-0.9248363481127551,2.2,51
105,2005,<35,All Diagnoses,-0.49743757552288514,-2.320707294065863,2.4,218
107,2005,<35,All Diagnoses,-0.7099435869209283,1.2923133785050065,2.6,155
108,2005,<35,All Diagnoses,-0.6849428796976292,-1.2597615013096326,2.3,300
110,2005,<35,All Diagnoses,-1.6849711686295974,0.7917951891982872,2.6,19
111,2005,<35,All Diagnoses,0.8025992000886735,-0.6382323133310224,2.2,24
113,2005,<35,All Diagnoses,-0.9474503055422706,0.1249943549193448,2.8,18
115,2005,<35,All Diagnoses,-0.2224297960665935,-0.4960678438848353,2.9,80
116,2005,<35,All Diagnoses,-0.8349471230374244,1.7228456782669614,2.2,21
117,2005,<35,All Diagnoses,2.102635975700233,0.2742689063069344,2.0,149
118,2005,<35,All Diagnoses,2.227639511816729,1.1731743052379147,1.6,163
119,2005,<35,All Diagnoses,0.040077629778047914,-1.4781378988062348,2.9,103
120,2005,<35,All Diagnoses,-1.7099718758528966,-0.886709937178893,2.7,53
121,2005,<35,All Diagnoses,-0.2974319177364913,-3.2520486408191656,2.3,32
122,2005,<35,All Diagnoses,-0.4724368682995856,0.47065005392495735,2.3,801
123,2005,<35,All Diagnoses,-0.8349471230374244,0.9577552752319829,2.2,202
124,2005,<35,All Diagnoses,-0.9474503055422706,0.41047248173043926,2.8,18
125,2005,<35,All Diagnoses,1.0026048578750673,-2.163519703828073,2.1,56
126,2005,<35,All Diagnoses,-0.7349442941442275,-0.5339682005617641,3.0,115
127,2005,<35,All Diagnoses,0.8025992000886735,-0.31351448000041454,2.5,78
129,2005,<35,All Diagnoses,-0.5224382827461843,0.8069185814064626,2.7,447
130,2005,<35,All Diagnoses,-0.02242413828020011,0.7754867013658858,2.8,39
131,2005,<35,All Diagnoses,0.9026020289818708,0.4025777638054317,2.1,193
132,2005,<35,All Diagnoses,-0.9724510127655698,1.884134117597257,2.3,33
133,2005,<35,All Diagnoses,-1.9974800089208373,-2.947010042491696,3.5,68
135,2005,<35,All Diagnoses,-0.02242413828020011,0.2632474234392047,2.6,160
136,2005,<35,All Diagnoses,1.5401200631760008,-1.1891539756426723,2.2,58
137,2005,<35,All Diagnoses,-0.5599393435811332,0.09863285321867862,2.4,83
138,2005,<35,All Diagnoses,-2.5974969822800182,1.8972535152717387,2.5,107
139,2005,<35,All Diagnoses,-1.9724793016975384,-0.1312170514946914,3.3,52
140,2005,<35,All Diagnoses,-1.6224694005713494,-2.1591019960791034,2.4,31
141,2005,<35,All Diagnoses,-0.20992944245494416,-0.48936200775399985,2.1,138
142,2005,<35,All Diagnoses,-0.35993368579473933,0.07919433921541569,2.3,194
146,2005,<35,All Diagnoses,-0.28493156412484155,0.36776723806542616,2.7,79
149,2005,<35,All Diagnoses,0.5525921278556815,-3.0743042001403373,2.3,31
152,2005,<35,All Diagnoses,1.402616173447855,0.3410199935076908,1.9,223
153,2005,<35,All Diagnoses,0.4150882381275365,-3.7520347550901048,2.5,71
154,2005,<35,All Diagnoses,-0.1599280280083455,-0.30737623077213466,2.1,82
155,2005,<35,All Diagnoses,0.3400861164576387,-0.9036455118232832,2.3,99
156,2005,<35,All Diagnoses,-1.3849626819500067,-1.2947652278185575,2.1,71
157,2005,<35,All Diagnoses,0.3275857628459889,-0.2742525875203322,2.6,39
158,2005,<35,All Diagnoses,0.2525836411760911,-0.8299603060757446,2.2,113
159,2005,<35,All Diagnoses,0.7400974320304254,-2.06671028648445,2.6,59
160,2005,<35,All Diagnoses,0.27758434839939067,0.44459848487628534,2.0,537
161,2005,<35,All Diagnoses,0.8526006145352726,-0.5494220927994239,1.8,164
162,2005,<35,All Diagnoses,1.0526062723216656,0.7501616638999059,1.8,773
163,2005,<35,All Diagnoses,0.002576568943099011,0.4522132972319493,2.1,423
164,2005,<35,All Diagnoses,1.0526062723216656,0.4054499676493841,2.0,147
166,2005,<35,All Diagnoses,-0.19742908884329438,1.1067991956245542,2.1,868
167,2005,<35,All Diagnoses,-0.5349386363578336,-0.7709822711420066,2.3,179
170,2005,<35,All Diagnoses,-1.5599676325131016,0.17746915434543215,2.5,59
171,2005,<35,All Diagnoses,0.7150967248071268,0.6505560549761722,2.1,1172
173,2005,<35,All Diagnoses,-0.19742908884329438,-0.748123977720168,2.4,38
174,2005,<35,All Diagnoses,0.2525836411760911,-0.3793591410852762,2.0,40
175,2005,<35,All Diagnoses,-2.7475012256198137,-1.4336806545663134,3.3,88
176,2005,<35,All Diagnoses,-1.8474757655810423,-0.39766812677535357,3.0,68
177,2005,<35,All Diagnoses,-0.2224297960665935,0.17374537875573517,2.6,247
179,2005,<35,All Diagnoses,-1.7349725830761957,-1.278809488267179,2.6,36
181,2005,<35,All Diagnoses,-2.197485666707231,-2.7566484766388073,2.1,37
183,2005,<35,All Diagnoses,0.3150854092343391,1.8418267247557454,2.4,36
184,2005,<35,All Diagnoses,1.4901186487294018,1.4486573827856526,2.1,108
185,2005,<35,All Diagnoses,2.152637390146831,0.7111476615810884,2.0,310
186,2005,<35,All Diagnoses,0.8901016753702211,-0.49007621466038964,2.3,144
188,2005,<35,All Diagnoses,0.7150967248071268,-0.5847125864260642,2.1,271
191,2005,<35,All Diagnoses,0.5525921278556815,-0.5091103395493279,1.9,39
192,2005,<35,All Diagnoses,0.4900903597974334,0.19138945144064684,2.1,218
193,2005,<35,All Diagnoses,0.702596371195477,-1.556117533860697,2.3,56
194,2005,<35,All Diagnoses,-1.2974602066684595,1.12439626387537,2.8,55
195,2005,<35,All Diagnoses,-0.5349386363578336,-0.4103994548234069,2.7,207
196,2005,<35,All Diagnoses,-0.7474446477558773,-0.6893563919267061,2.5,103
197,2005,<35,All Diagnoses,-0.2599308569015424,0.15565337912392427,2.1,80
198,2005,<35,All Diagnoses,0.9401030898168193,1.4852251734903217,2.1,270
199,2005,<35,All Diagnoses,-1.472465157231554,1.2481978557325084,2.7,139
200,2005,<35,All Diagnoses,-2.122483545037334,-0.050349540688205754,2.5,30
202,2005,<35,All Diagnoses,1.9276310251371378,-1.5969985499816677,2.1,38
204,2005,<35,All Diagnoses,0.002576568943099011,0.9253484863923744,2.6,95
205,2005,<35,All Diagnoses,-1.5224665716781527,1.0832433016326801,2.4,56
206,2005,<35,All Diagnoses,-1.7849739975227943,-0.5675431328580691,2.7,136
207,2005,<35,All Diagnoses,0.5025907134090831,-0.22167546081719508,2.6,181
208,2005,<35,All Diagnoses,-0.5224382827461843,0.4523867543064027,2.0,54
209,2005,<35,All Diagnoses,-0.09742625995009746,-0.9801122476864719,2.3,128
210,2005,<35,All Diagnoses,-0.034924491891849443,-2.4250815637300422,2.2,17
212,2005,<35,All Diagnoses,-0.7724453549791763,0.4145458354067722,2.6,49
213,2005,<35,All Diagnoses,-0.3724340394063891,-2.4856931412404477,2.5,25
214,2005,<35,All Diagnoses,0.07757869061299681,-2.1528435927186655,2.3,56
216,2005,<35,All Diagnoses,0.7775984928653749,-1.257219922770344,2.3,175
217,2005,<35,All Diagnoses,-0.5349386363578336,-0.874041806482217,2.5,339
218,2005,<35,All Diagnoses,-0.6349414652510306,-1.7586571172639889,2.7,45
219,2005,<35,All Diagnoses,-0.49743757552288514,-0.8597127648446115,2.3,166
220,2005,<35,All Diagnoses,-0.38493439301803845,-0.7240820198588648,2.1,143
221,2005,<35,All Diagnoses,0.26508399478774086,0.0701003252289246,2.5,812
223,2005,<35,All Diagnoses,0.4025878845158867,-1.053787605423925,2.5,257
225,2005,<35,All Diagnoses,-1.0599534880471173,-1.0271704510223427,2.6,55
226,2005,<35,All Diagnoses,-0.3349329785714402,-0.45363764011414426,2.4,35
227,2005,<35,All Diagnoses,-1.0849541952704165,-2.533942597621328,2.3,87
228,2005,<35,All Diagnoses,0.6775956639721774,0.10211500688565864,2.2,52
229,2005,<35,All Diagnoses,-0.07242555272679835,0.5700054375936843,2.0,223
230,2005,<35,All Diagnoses,-1.2474587922218614,0.05290217297886188,3.2,68
231,2005,<35,All Diagnoses,0.3025850556226898,-0.9708368366889424,2.7,50
232,2005,<35,All Diagnoses,-0.4349358074646371,0.3644848957636118,2.8,83
233,2005,<35,All Diagnoses,-0.18492873523164505,-0.32425818233325054,2.4,180
234,2005,<35,All Diagnoses,-2.034981069755786,-1.213287881430136,4.1,74
235,2005,<35,All Diagnoses,-1.2224580849985618,0.4776486269494813,2.2,160
237,2005,<35,All Diagnoses,-1.4349640963966055,-0.5408913981313359,2.3,80
238,2005,<35,All Diagnoses,0.4150882381275365,0.05812849985068856,2.4,165
239,2005,<35,All Diagnoses,0.21508258034114264,0.02354868792604617,2.2,210
240,2005,<35,All Diagnoses,-0.3349329785714402,1.1287269231055277,2.1,276
242,2005,<35,All Diagnoses,-2.1599846058722822,0.8647800516522745,3.4,131
243,2005,<35,All Diagnoses,-2.1474842522606328,-1.4045146932580004,2.6,113
244,2005,<35,All Diagnoses,-1.4474644500082547,-0.6156097461227984,2.2,59
245,2005,<35,All Diagnoses,-0.7599450013675265,0.35930686337999096,3.3,51
246,2005,<35,All Diagnoses,-0.6349414652510306,-2.8521818028104122,2.3,20
247,2005,<35,All Diagnoses,-0.3099322713481411,-1.3460156424407361,2.4,260
248,2005,<35,All Diagnoses,0.9276027362051695,1.9419113411378777,2.2,109
250,2005,<35,All Diagnoses,-1.3224609138917587,-1.3895292129524786,4.0,27
252,2005,<35,All Diagnoses,-1.1099549024937156,1.14407958167285,1.7,171
253,2005,<35,All Diagnoses,1.8151278426322917,0.9805414475517759,2.0,356
254,2005,<35,All Diagnoses,-1.9724793016975384,-0.028038530939126154,2.9,22
255,2005,<35,All Diagnoses,0.7525977856420752,1.1221440906372808,2.4,417
256,2005,<35,All Diagnoses,0.5400917742440325,-0.4365704222622815,2.3,635
257,2005,<35,All Diagnoses,0.1525808122828946,-0.6781822587817372,2.3,113
258,2005,<35,All Diagnoses,0.24008328756444175,-1.6907228724939354,2.4,28
259,2005,<35,All Diagnoses,-1.9099775336392903,0.2926255901752791,2.2,109
260,2005,<35,All Diagnoses,-0.08492590633844813,-0.7997416441600367,2.9,39
261,2005,<35,All Diagnoses,-0.05992519911514901,0.4371668491566423,3.0,23
262,2005,<35,All Diagnoses,-1.0849541952704165,0.00781287408638155,2.5,337
263,2005,<35,All Diagnoses,-1.8599761191926918,-0.6148222037528133,2.6,25
265,2005,<35,All Diagnoses,-0.9474503055422706,-0.4885698988434826,2.9,124
266,2005,<35,All Diagnoses,0.8526006145352726,0.28064934894018473,2.2,273
267,2005,<35,All Diagnoses,0.8150995537003233,-0.37528576609181946,2.1,79
268,2005,<35,All Diagnoses,-0.42243545385298736,-0.8954864544659766,2.2,79
269,2005,<35,All Diagnoses,-0.4349358074646371,0.5522750787750779,2.6,81
270,2005,<35,All Diagnoses,0.09007904422464659,1.5167299511081545,2.4,223
271,2005,<35,All Diagnoses,-0.2599308569015424,0.31013890496093716,2.2,61
272,2005,<35,All Diagnoses,-1.7099718758528966,-0.6471289236433898,2.8,52
273,2005,<35,All Diagnoses,1.6651235992924969,0.8715757947055104,2.3,122
274,2005,<35,All Diagnoses,0.10257939783629594,1.291917618054778,1.9,29
275,2005,<35,All Diagnoses,-0.18492873523164505,0.033847556390341954,2.2,126
277,2005,<35,All Diagnoses,1.8901299643021894,0.3467056524691647,2.3,92
278,2005,<35,All Diagnoses,1.402616173447855,1.1481547945829147,2.0,134
279,2005,<35,All Diagnoses,-0.38493439301803845,-0.4443681638117587,2.3,157
280,2005,<35,All Diagnoses,-0.4599365146879362,-0.5159287087847495,2.6,42
282,2005,<35,All Diagnoses,-0.4349358074646371,0.5884310865869619,2.4,30
283,2005,<35,All Diagnoses,0.040077629778047914,0.9272228767195075,2.6,135
284,2005,<35,All Diagnoses,-0.5974404044160816,0.19911220373957328,2.6,28
285,2005,<35,All Diagnoses,-1.6099690469596997,-1.53732890435148,2.3,41
286,2005,<35,All Diagnoses,-0.1599280280083455,-0.5924759069131523,2.6,15
287,2005,<35,All Diagnoses,-0.6474418188626803,-0.2154595581325598,2.5,139
289,2005,<35,All Diagnoses,0.8025992000886735,0.627119253377914,1.9,82
290,2005,<35,All Diagnoses,-1.822475058357743,-1.8174232264984962,2.3,113
291,2005,<35,All Diagnoses,-0.6474418188626803,-3.13686481953263,3.0,59
292,2005,<35,All Diagnoses,-1.534966925289802,-1.2894453683105986,2.8,77
293,2005,<35,All Diagnoses,0.640094603137229,-0.7182245302148487,3.4,20
294,2005,<35,All Diagnoses,0.3275857628459889,-0.7700217637615984,2.5,76
295,2005,<35,All Diagnoses,-0.5349386363578336,-0.9849587540493138,2.7,117
296,2005,<35,All Diagnoses,-1.1724566705519637,0.1347574291567517,2.7,35
297,2005,<35,All Diagnoses,0.3400861164576387,1.721147237081017,2.0,266
298,2005,<35,All Diagnoses,1.915130671525489,-0.060063754879915825,2.2,74
299,2005,<35,All Diagnoses,0.24008328756444175,-0.2974054913336391,2.5,37
300,2005,<35,All Diagnoses,1.4151165270595047,-0.4007733161900043,2.1,151
301,2005,<35,All Diagnoses,0.14008045867124483,1.0754794718961262,2.5,120
302,2005,<35,All Diagnoses,0.16508116589454394,-0.9056672787358263,2.6,81
303,2005,<35,All Diagnoses,-0.20992944245494416,-1.394712112136048,2.1,67
305,2005,<35,All Diagnoses,1.4776182951177528,-0.23977757142281536,2.3,131
306,2005,<35,All Diagnoses,0.3150854092343391,0.23575797436229334,2.3,171
307,2005,<35,All Diagnoses,-1.759973290299495,-1.3836056439093565,4.0,34
309,2005,<35,All Diagnoses,1.727625367350745,-2.108660171927035,2.2,157
316,2005,<35,All Diagnoses,1.3901158198362051,-1.1765012806287085,2.2,67
317,2005,<35,All Diagnoses,-3.047509712299404,-1.592442828043062,2.2,11
318,2005,<35,All Diagnoses,1.090107333156615,0.2954458851427677,2.2,47
323,2005,<35,All Diagnoses,-0.5849400508044322,-4.8866375117373835,3.5,26
324,2005,<35,All Diagnoses,0.3775871772925871,-0.6486514475947469,2.3,197
325,2005,<35,All Diagnoses,0.5025907134090831,0.8538305479646299,2.3,37
326,2005,<35,All Diagnoses,0.5150910670207329,0.5827830431313039,2.3,117
327,2005,<35,All Diagnoses,4.165194321622418,0.2825222603158913,2.1,22
328,2005,<35,All Diagnoses,1.340114405389607,0.42763962324559596,2.1,148
329,2005,<35,All Diagnoses,1.727625367350745,-0.018285904930843547,2.0,84
330,2005,<35,All Diagnoses,2.9651603749040554,-0.8769703018309155,1.6,65
332,2005,<35,All Diagnoses,-0.4349358074646371,-2.006328717733482,3.0,30
333,2005,<35,All Diagnoses,0.8776013217585713,-0.14900683649241195,2.2,149
336,2005,<35,All Diagnoses,-0.7724453549791763,-0.41171952947572654,2.4,41
337,2005,<35,All Diagnoses,0.07757869061299681,-0.2578156191789863,3.1,128
338,2005,<35,All Diagnoses,0.09007904422464659,0.0208764967194555,2.3,145
339,2005,<35,All Diagnoses,1.6526232456808472,0.09473751448582346,2.2,184
340,2005,<35,All Diagnoses,1.0276055650983669,0.567018579045594,2.3,111
341,2005,<35,All Diagnoses,-0.2724312105131922,-0.13376363952504897,2.1,95
342,2005,<35,All Diagnoses,0.10257939783629594,0.7022758909651529,2.3,84
344,2005,<35,All Diagnoses,-0.7599450013675265,-0.4766811051249394,2.5,150
345,2005,<35,All Diagnoses,-2.359990263658676,-1.039752793609898,2.9,49
346,2005,<35,All Diagnoses,-0.7724453549791763,0.5979162751732087,2.3,102
347,2005,<35,All Diagnoses,0.8150995537003233,-2.7504484243011618,2.1,41
348,2005,<35,All Diagnoses,0.040077629778047914,0.28190032868823994,2.4,78
349,2005,<35,All Diagnoses,1.9401313787487877,-1.4891273583825135,2.1,35
350,2005,<35,All Diagnoses,-0.5099379291345345,-0.2074501315319806,2.4,58
352,2005,<35,All Diagnoses,0.3650868236809378,-0.19203111672528866,2.5,95
353,2005,<35,All Diagnoses,-0.009923784668550326,-2.526597324489395,2.2,34
354,2005,<35,All Diagnoses,0.5150910670207329,1.4124558151424274,2.7,51
355,2005,<35,All Diagnoses,0.4150882381275365,-2.4520330592712476,2.0,47
356,2005,<35,All Diagnoses,-0.5974404044160816,-1.8829772168572734,2.2,15
358,2005,<35,All Diagnoses,1.5401200631760008,0.19934927623999316,2.0,195
359,2005,<35,All Diagnoses,2.1401370365351813,1.408654861650031,2.0,102
360,2005,<35,All Diagnoses,-1.6474701077946485,-0.6972212258521899,5.1,34
362,2005,<35,All Diagnoses,0.29008470201104,-0.2618219331181825,2.2,76
365,2005,<35,All Diagnoses,1.1276083939915633,0.5779247191497016,2.1,79
366,2005,<35,All Diagnoses,1.9901327931953858,0.4245905433959995,2.3,28
370,2005,<35,All Diagnoses,-0.24743050328989308,-0.24567369133794367,2.7,24
3,2005,35-37,All Diagnoses,-0.009576523025305178,-1.5264014788321272,2.2,52
4,2005,35-37,All Diagnoses,3.5965102477147064,-10.444329628657407,2.6,11
5,2005,35-37,All Diagnoses,1.7747501492824018,0.21659604516680647,2.2,33
8,2005,35-37,All Diagnoses,-0.2160275429617339,-0.9833585854380525,3.3,26
9,2005,35-37,All Diagnoses,0.2558605026072464,-0.8445736703622536,2.5,61
10,2005,35-37,All Diagnoses,-0.8353806027710207,-0.7173518830611857,2.6,24
13,2005,35-37,All Diagnoses,0.03466298124678684,2.046600039632061,2.6,26
14,2005,35-37,All Diagnoses,-1.27777564549194,0.4005107169340146,3.4,18
15,2005,35-37,All Diagnoses,-0.0980555315694887,0.3364834776626924,3.2,48
16,2005,35-37,All Diagnoses,-1.2630291440679093,0.41045292865068933,2.5,35
17,2005,35-37,All Diagnoses,0.9047065652645943,-1.827368978849552,3.3,15
20,2005,35-37,All Diagnoses,0.6097765367839816,-0.7462314201465643,2.2,30
22,2005,35-37,All Diagnoses,-0.9975921184353579,-0.546659888798361,3.1,36
23,2005,35-37,All Diagnoses,-0.23077404438576476,0.5786612322065959,3.1,414
24,2005,35-37,All Diagnoses,1.4650736193777587,0.35834566118518585,2.8,42
25,2005,35-37,All Diagnoses,-0.2160275429617339,-0.46277814814097673,3.8,57
26,2005,35-37,All Diagnoses,2.4088497105157196,-1.767237675160645,3.0,52
27,2005,35-37,All Diagnoses,-1.1303106312516336,0.2557391951617483,3.5,71
28,2005,35-37,All Diagnoses,-0.9975921184353579,-1.7745836199243397,4.2,24
29,2005,35-37,All Diagnoses,-0.23077404438576476,0.5786612322065959,3.1,414
30,2005,35-37,All Diagnoses,2.025440673490923,0.7411345336846473,2.2,33
32,2005,35-37,All Diagnoses,-0.9680991155872967,-0.8091427005878149,3.3,33
33,2005,35-37,All Diagnoses,-0.8943666084671434,0.09961869621464614,3.6,68
36,2005,35-37,All Diagnoses,0.6097765367839816,-5.8685028608649565,2.5,15
37,2005,35-37,All Diagnoses,-0.7321550928028062,-0.4936531725801522,3.9,30
38,2005,35-37,All Diagnoses,3.3821188045017423,-0.41257594205709064,2.7,16
40,2005,35-37,All Diagnoses,-0.6436760842586228,-5.423183456929491,2.9,10
41,2005,35-37,All Diagnoses,-0.8353806027710207,-0.5260486221956769,3.4,68
42,2005,35-37,All Diagnoses,-0.0243230244493355,-0.45034353539227634,3.5,31
43,2005,35-37,All Diagnoses,-0.23077404438576476,0.5786612322065959,3.1,414
45,2005,35-37,All Diagnoses,2.4678357162118423,-1.405396100010768,2.5,43
46,2005,35-37,All Diagnoses,0.9636925709607171,-0.0888451041175785,2.5,130
49,2005,35-37,All Diagnoses,-1.646438181092706,-1.0083243806762652,3.1,55
50,2005,35-37,All Diagnoses,-0.17178803868964188,-0.5573720579580635,2.6,62
51,2005,35-37,All Diagnoses,-2.0740867223895947,-0.739667800497491,3.5,15
52,2005,35-37,All Diagnoses,-1.159803634099695,0.10594706640779664,3.3,164
53,2005,35-37,All Diagnoses,1.3176086051374523,0.6821579695278271,2.7,134
54,2005,35-37,All Diagnoses,-0.4814645685942855,-0.05995488604292557,2.6,118
56,2005,35-37,All Diagnoses,-0.2897600500818871,0.3175447941244502,2.8,172
57,2005,35-37,All Diagnoses,-0.614183081410561,-0.9525403495389458,3.4,14
58,2005,35-37,All Diagnoses,4.576585419848223,-0.16816654639487377,3.3,11
60,2005,35-37,All Diagnoses,-1.3515081526120931,-0.5169834712360917,2.6,177
61,2005,35-37,All Diagnoses,-0.5257040728663775,1.4492253904820591,3.4,49
62,2005,35-37,All Diagnoses,-1.4104941583082158,-0.5597479659583496,3.4,12
63,2005,35-37,All Diagnoses,-0.30450655150591793,-0.6510418909622513,2.8,101
64,2005,35-37,All Diagnoses,-1.4694801640043382,0.019962820824431127,4.2,103
65,2005,35-37,All Diagnoses,-0.11280203299351954,0.0958532586847699,2.9,34
66,2005,35-37,All Diagnoses,-0.26026704723382593,-3.926188965564267,3.3,18
67,2005,35-37,All Diagnoses,0.8162275567204108,-0.08868724310773946,2.2,13
